ID   Trainer                        #  Original        BST  --> Replacement     BST  Diff% 
232  Vincent                        0  Jolteon         525  --> Aegislash       500  -4.8%
232  Vincent                        1  Lotad           220  --> Whismur         240  +9.1%
232  Vincent                        2  Voltorb         330  --> Maschiff        340  +3.0%
232  Vincent                        3  Exeggutor       530  --> Bastiodon       495  -6.6%
232  Vincent                        4  Magnemite       325  --> Clobbopus       310  -4.6%
232  Vincent                        5  Gible           300  --> Karrablast      315  +5.0%
233  Eric                           0  Grimer          325  --> Axew            320  -1.5%
233  Eric                           1  Grimer          325  --> -----           335  +3.1%
234  Eoin                           0  Graveler        390  --> -----           410  +5.1%
234  Eoin                           1  Graveler        390  --> Archen          401  +2.8%
234  Eoin                           2  Graveler        390  --> Trumbeak        355  -9.0%
235  Noland                         0  Bronzor         300  --> -----           320  +6.7%
235  Noland                         1  Golem           495  --> Garganacl       500  +1.0%
236  Shaye                          0  Jolteon         525  --> Scolipede       485  -7.6%
236  Shaye                          1  Sandslash       450  --> -----           460  +2.2%
236  Shaye                          2  Tangela         435  --> Hitmonchan      455  +4.6%
236  Shaye                          3  Shiftry         480  --> -----           440  -8.3%
236  Shaye                          4  Tauros          490  --> Electrode       490  +0.0%
236  Shaye                          5  Azumarill       420  --> Drizzile        420  +0.0%
237  Carol                          0  Electrode       490  --> Purugly         452  -7.8%
237  Carol                          1  Magby           365  --> Spoink          330  -9.6%
237  Carol                          2  Starmie         520  --> Kingdra         540  +3.8%
237  Carol                          3  Gengar          500  --> Ribombee        464  -7.2%
237  Carol                          4  Ninetales       505  --> Octillery       480  -5.0%
237  Carol                          5  Poochyena       220  --> Silcoon         205  -6.8%
238  Stanly                         0  Machop          305  --> Stunky          329  +7.9%
238  Stanly                         1  Machoke         405  --> Pupitar         410  +1.2%
238  Stanly                         2  Psyduck         320  --> Machop          305  -4.7%
239  Jeff                           0  Makuhita        237  --> Fomantis        250  +5.5%
239  Jeff                           1  Raticate        413  --> Arctibax        423  +2.4%
240  Garrett                        0  Kingler         475  --> Thievul         455  -4.2%
241  Kenneth                        0  Machop          305  --> Houndour        330  +8.2%
241  Kenneth                        1  Machop          305  --> Yamask          303  -0.7%
241  Kenneth                        2  Poliwrath       510  --> Blastoise       530  +3.9%
241  Kenneth                        3  Machop          305  --> Clobbopus       310  +1.6%
242  Fritz                          0  Mr. Mime        460  --> -----           500  +8.7%
242  Fritz                          1  Venusaur        525  --> -----           480  -8.6%
242  Fritz                          2  Magmar          495  --> Bruxish         475  -4.0%
242  Fritz                          3  Sudowoodo       410  --> -----           440  +7.3%
242  Fritz                          4  Machoke         405  --> -----           430  +6.2%
242  Fritz                          5  Pelipper        440  --> -----           450  +2.3%
243  Katie                          0  Dewgong         475  --> Doublade        448  -5.7%
244  Lance                          0  Gyarados        540  --> Keldeo          580  +7.4%
244  Lance                          1  Pinsir          500  --> Boltund         490  -2.0%
244  Lance                          2  Venomoth        450  --> -----           489  +8.7%
244  Lance                          3  Roserade        515  --> Exeggutor       530  +2.9%
244  Lance                          5  Seel            325  --> Clamperl        345  +6.2%
244  Lance                          8  Shellos         325  --> Mudkip          310  -4.6%
244  Lance                          9  Charizard       534  --> Beartic         505  -5.4%
244  Lance                          10 Lunatone        460  --> Gengar          500  +8.7%
244  Lance                          11 Diglett         265  --> Tadbulb         272  +2.6%
244  Lance                          12 Magcargo        430  --> Wartortle       405  -5.8%
245  Will                           0  Xatu            470  --> -----           475  +1.1%
245  Will                           1  Koffing         340  --> Gastly          310  -8.8%
245  Will                           2  Zubat           245  --> Rattata         253  +3.3%
245  Will                           3  Aerodactyl      515  --> Tyrantrum       521  +1.2%
245  Will                           5  Kangaskhan      490  --> Crawdaunt       468  -4.5%
245  Will                           8  Gengar          500  --> Musharna        487  -2.6%
245  Will                           9  Xatu            470  --> Heatmor         484  +3.0%
245  Will                           10 Koffing         340  --> Pidgeotto       349  +2.6%
246  Karen                          0  Umbreon         525  --> Gothitelle      490  -6.7%
246  Karen                          1  Sudowoodo       410  --> Haunter         405  -1.2%
246  Karen                          2  Golbat          455  --> Sudowoodo       410  -9.9%
246  Karen                          3  Dugtrio         425  --> Pincurchin      435  +2.4%
246  Karen                          5  Mr. Mime        460  --> -----           440  -4.3%
246  Karen                          8  Sudowoodo       410  --> Gabite          410  +0.0%
246  Karen                          9  Houndoom        500  --> Lickilicky      515  +3.0%
246  Karen                          10 Persian         440  --> -----           476  +8.2%
247  Koga                           0  Ariados         400  --> Elekid          360  -10.0%
247  Koga                           1  Mantine         485  --> Gogoat          531  +9.5%
247  Koga                           2  Zubat           245  --> Rattata         253  +3.3%
247  Koga                           3  Pidgey          251  --> Starly          245  -2.4%
247  Koga                           5  Bellossom       490  --> Aegislash       500  +2.0%
247  Koga                           7  Kirlia          278  --> Poliwag         300  +7.9%
247  Koga                           8  Gastly          310  --> Stunky          329  +6.1%
247  Koga                           9  Crobat          535  --> Kabutops        495  -7.5%
247  Koga                           10 Pidgeotto       349  --> Corvsquire      365  +4.6%
248  Ed                             0  Burmy           224  --> Noibat          245  +9.4%
248  Ed                             1  Butterfree      395  --> Castform        420  +6.3%
248  Ed                             2  Beedrill        395  --> Sableye         380  -3.8%
249  Don                            0  Caterpie        195  --> Metapod         205  +5.1%
249  Don                            1  Caterpie        195  --> Sunkern         180  -7.7%
250  Kenji                          0  Onix            385  --> Kabuto          355  -7.8%
250  Kenji                          1  Hitmonlee       455  --> Meowstic        466  +2.4%
250  Kenji                          2  Onix            385  --> Onix            385  +0.0%
250  Kenji                          3  Machoke         405  --> Crocalor        411  +1.5%
251  Nob                            0  Machop          305  --> Skorupi         330  +8.2%
251  Nob                            1  Bellsprout      300  --> Varoom          300  +0.0%
251  Nob                            2  Machoke         405  --> Litleo          369  -8.9%
251  Nob                            3  Typhlosion      534  --> -----           500  -6.4%
252  Harold                         0  Remoraid        300  --> -----           300  +0.0%
252  Harold                         1  Seadra          440  --> -----           420  -4.5%
253  Brock                          0  Graveler        390  --> Corvsquire      365  -6.4%
253  Brock                          1  Forretress      465  --> -----           486  +4.5%
253  Brock                          2  Dugtrio         425  --> -----           411  -3.3%
253  Brock                          3  Azumarill       420  --> Maractus        461  +9.8%
253  Brock                          5  Larvitar        300  --> Froakie         314  +4.7%
253  Brock                          7  Totodile        314  --> Rhyhorn         345  +9.9%
253  Brock                          8  Unown           336  --> -----           335  -0.3%
253  Brock                          9  Kabutops        495  --> Mienshao        510  +3.0%
253  Brock                          10 Girafarig       455  --> Froslass        480  +5.5%
254  Misty                          0  Golduck         500  --> -----           495  -1.0%
254  Misty                          2  Venomoth        450  --> Ribombee        464  +3.1%
254  Misty                          3  Eevee           325  --> Silicobra       315  -3.1%
254  Misty                          4  Misdreavus      435  --> Hariyama        474  +9.0%
254  Misty                          5  Kecleon         440  --> -----           480  +9.1%
254  Misty                          7  Totodile        314  --> Gastly          310  -1.3%
254  Misty                          8  Growlithe       350  --> Trumbeak        355  +1.4%
255  Lt. Surge                      0  Raichu          485  --> Piloswine       450  -7.2%
255  Lt. Surge                      1  Castform        420  --> Ariados         400  -4.8%
255  Lt. Surge                      2  Parasect        405  --> Dedenne         431  +6.4%
255  Lt. Surge                      3  Cubone          320  --> Grookey         310  -3.1%
255  Lt. Surge                      4  Misdreavus      435  --> Terapagos       450  +3.4%
255  Lt. Surge                      5  Venonat         305  --> Litten          320  +4.9%
255  Lt. Surge                      8  Skorupi         330  --> Ducklett        305  -7.6%
255  Lt. Surge                      9  Electabuzz      490  --> Scizor          500  +2.0%
255  Lt. Surge                      10 Chansey         450  --> Dugtrio         425  -5.6%
256  Erika                          0  Jumpluff        460  --> Dartrix         420  -8.7%
256  Erika                          1  Miltank         490  --> Crustle         485  -1.0%
256  Erika                          2  Meowth          290  --> Baltoy          300  +3.4%
256  Erika                          4  Misdreavus      435  --> Morpeko         436  +0.2%
256  Erika                          5  Miltank         490  --> -----           475  -3.1%
256  Erika                          7  Totodile        314  --> Rowlet          320  +1.9%
256  Erika                          8  Golem           495  --> Flamigo         500  +1.0%
257  Janine                         0  Crobat          535  --> Carbink         500  -6.5%
257  Janine                         1  Koffing         340  --> Pumpkaboo       335  -1.5%
257  Janine                         2  Gloom           395  --> Charjabug       400  +1.3%
257  Janine                         3  Skiploom        340  --> Sewaddle        310  -8.8%
257  Janine                         5  Azumarill       420  --> Gothorita       390  -7.1%
257  Janine                         8  Electrode       490  --> -----           495  +1.0%
257  Janine                         9  Venomoth        450  --> Sliggoo         452  +0.4%
257  Janine                         10 Torkoal         470  --> -----           475  +1.1%
258  Sabrina                        0  Espeon          525  --> Grapploct       480  -8.6%
258  Sabrina                        1  Anorith         355  --> -----           320  -9.9%
258  Sabrina                        2  Persian         440  --> Haunter         405  -8.0%
258  Sabrina                        3  Chansey         450  --> Skuntank        479  +6.4%
258  Sabrina                        4  Misdreavus      435  --> -----           464  +6.7%
258  Sabrina                        5  Shroomish       295  --> Barboach        288  -2.4%
259  Blaine                         0  Magcargo        430  --> Diggersby       423  -1.6%
259  Blaine                         1  Roselia         400  --> Machoke         405  +1.2%
259  Blaine                         2  Psyduck         320  --> Turtwig         318  -0.6%
259  Blaine                         3  Roselia         400  --> Beautifly       395  -1.2%
259  Blaine                         5  Krabby          325  --> Varoom          300  -7.7%
260  Red                            0  Pikachu         320  --> Popplio         320  +0.0%
260  Red                            1  Krabby          325  --> Drifloon        348  +7.1%
260  Red                            2  Slowbro         490  --> -----           480  -2.0%
260  Red                            3  Glalie          480  --> Galvantula      472  -1.7%
260  Red                            5  Pupitar         410  --> Persian         440  +7.3%
260  Red                            8  Solrock         460  --> Sawk            465  +1.1%
260  Red                            9  Charizard       534  --> Cinderace       530  -0.7%
260  Red                            10 Meditite        280  --> Patrat          255  -8.9%
260  Red                            11 Doduo           310  --> Varoom          300  -3.2%
260  Red                            12 Medicham        410  --> -----           390  -4.9%
261  Blue                           0  Exeggutor       530  --> -----           550  +3.8%
261  Blue                           1  Onix            385  --> Linoone         420  +9.1%
261  Blue                           2  Growlithe       350  --> Tinkatuff       380  +8.6%
261  Blue                           3  Budew           280  --> Ekans           288  +2.9%
261  Blue                           5  Octillery       480  --> Glimmora        525  +9.4%
261  Blue                           8  Teddiursa       330  --> Pancham         348  +5.5%
261  Blue                           9  Machamp         505  --> Jolteon         525  +4.0%
261  Blue                           10 Gabite          410  --> Butterfree      395  -3.7%
261  Blue                           11 Poliwag         300  --> Budew           280  -6.7%
261  Blue                           12 Pidgeot         479  --> Clawitzer       500  +4.4%
262  Mickey                         0  Golbat          455  --> -----           476  +4.6%
262  Mickey                         1  Golbat          455  --> -----           436  -4.2%
262  Mickey                         2  Arbok           448  --> Ninjask         456  +1.8%
263  Silver                         0  Gastly          310  --> Fennekin        307  -1.0%
263  Silver                         1  Igglybuff       210  --> Ralts           198  -5.7%
263  Silver                         2  Magnemite       325  --> -----           320  -1.5%
263  Silver                         3  Venomoth        450  --> Bellibolt       495  +10.0%
263  Silver                         4  Zubat           245  --> Rookidee        245  +0.0%
263  Silver                         5  Pidgeotto       349  --> -----           335  -4.0%
263  Silver                         6  Bayleef         405  --> Spidops         404  -0.2%
263  Silver                         7  Ponyta          410  --> Marowak         425  +3.7%
264  Silver                         0  Sneasel         430  --> Solrock         460  +7.0%
264  Silver                         1  Meganium        525  --> Oranguru        490  -6.7%
264  Silver                         2  Golbat          455  --> -----           471  +3.5%
264  Silver                         3  Illumise        430  --> Banette         455  +5.8%
264  Silver                         4  Magneton        465  --> Rotom           440  -5.4%
264  Silver                         5  Gible           300  --> Salandit        320  +6.7%
264  Silver                         6  Haunter         405  --> -----           411  +1.5%
264  Silver                         7  Koffing         340  --> Cranidos        350  +2.9%
264  Silver                         8  Kadabra         400  --> Combusken       405  +1.2%
264  Silver                         9  Kangaskhan      490  --> Rillaboom       530  +8.2%
264  Silver                         10 Meganium        525  --> Tangrowth       535  +1.9%
264  Silver                         11 Smeargle        250  --> Hoppip          250  +0.0%
265  Silver                         0  Chikorita       318  --> Chespin         313  -1.6%
266  Silver                         0  Gastly          310  --> Fennekin        307  -1.0%
266  Silver                         1  Zubat           245  --> Yungoos         253  +3.3%
266  Silver                         2  Quilava         405  --> Tangela         435  +7.4%
267  Silver                         0  Gastly          310  --> Pumpkaboo       335  +8.1%
267  Silver                         1  Igglybuff       210  --> Seedot          220  +4.8%
267  Silver                         2  Magnemite       325  --> Skorupi         330  +1.5%
267  Silver                         3  Venomoth        450  --> -----           490  +8.9%
267  Silver                         4  Zubat           245  --> Pidgey          251  +2.4%
267  Silver                         5  Pidgeotto       349  --> Staryu          340  -2.6%
267  Silver                         6  Quilava         405  --> Linoone         420  +3.7%
267  Silver                         7  Krabby          325  --> Drilbur         328  +0.9%
268  Silver                         0  Sneasel         430  --> Hakamo-o        420  -2.3%
268  Silver                         1  Meganium        525  --> Armarouge       525  +0.0%
268  Silver                         2  Golbat          455  --> -----           475  +4.4%
268  Silver                         3  Illumise        430  --> Ribombee        464  +7.9%
268  Silver                         4  Magneton        465  --> Bellossom       490  +5.4%
268  Silver                         5  Gible           300  --> Fennekin        307  +2.3%
268  Silver                         6  Haunter         405  --> Ponyta          410  +1.2%
268  Silver                         7  Koffing         340  --> Charmander      309  -9.1%
268  Silver                         8  Kadabra         400  --> -----           413  +3.2%
268  Silver                         9  Kangaskhan      490  --> Salazzle        480  -2.0%
268  Silver                         10 Typhlosion      534  --> Iron Neck       570  +6.7%
268  Silver                         11 Pichu           205  --> Feebas          200  -2.4%
269  Silver                         0  Gastly          310  --> Chingling       285  -8.1%
269  Silver                         1  Zubat           245  --> Pawmi           240  -2.0%
269  Silver                         2  Croconaw        405  --> -----           411  +1.5%
270  Silver                         0  Gastly          310  --> -----           320  +3.2%
270  Silver                         1  Igglybuff       210  --> Magikarp        200  -4.8%
270  Silver                         2  Magnemite       325  --> Shuppet         295  -9.2%
270  Silver                         3  Venomoth        450  --> -----           494  +9.8%
270  Silver                         4  Zubat           245  --> Venipede        260  +6.1%
270  Silver                         5  Pidgeotto       349  --> Koffing         340  -2.6%
270  Silver                         6  Croconaw        405  --> -----           430  +6.2%
270  Silver                         7  Gloom           395  --> Dartrix         420  +6.3%
271  Silver                         0  Golbat          455  --> -----           418  -8.1%
                                                       Moves: 44, 109, 314, 0
271  Silver                         1  Snubbull        300  --> Goldeen         320  +6.7%
                                                       Moves: 86, 0, 120, 30
271  Silver                         2  Pupitar         410  --> Dartrix         420  +2.4%
                                                       Moves: 120, 32, 215, 196
271  Silver                         3  Staryu          340  --> Sobble          310  -8.8%
                                                       Moves: 160, 423, 55, 242
272  Silver                         0  Sneasel         430  --> -----           472  +9.8%
272  Silver                         1  Meganium        525  --> Salazzle        480  -8.6%
272  Silver                         2  Golbat          455  --> Dugtrio         425  -6.6%
272  Silver                         3  Illumise        430  --> Cosmoem         400  -7.0%
272  Silver                         4  Magneton        465  --> Mantine         485  +4.3%
272  Silver                         5  Gible           300  --> Chingling       285  -5.0%
272  Silver                         6  Haunter         405  --> Ponyta          410  +1.2%
272  Silver                         7  Koffing         340  --> -----           320  -5.9%
272  Silver                         8  Kadabra         400  --> Lickitung       385  -3.8%
272  Silver                         9  Kangaskhan      490  --> Glalie          480  -2.0%
272  Silver                         10 Feraligatr      530  --> Pyroar          507  -4.3%
272  Silver                         11 Hoothoot        262  --> Bunnelby        237  -9.5%
273  Mickey                         0  Staryu          340  --> Sewaddle        310  -8.8%
273  Mickey                         1  Starmie         520  --> Great Tusk      570  +9.6%
273  Mickey                         2  Horsea          295  --> -----           320  +8.5%
274  Todd                           0  Geodude         300  --> Snorunt         300  +0.0%
274  Todd                           1  Geodude         300  --> Clauncher       330  +10.0%
274  Todd                           2  Psyduck         320  --> Ducklett        305  -4.7%
275  Todd                           0  Geodude         300  --> Poliwag         300  +0.0%
275  Todd                           1  Graveler        390  --> Raboot          420  +7.7%
275  Todd                           2  Golduck         500  --> Chansey         450  -10.0%
275  Todd                           3  Slugma          250  --> Cherubi         275  +10.0%
276  Liz                            0  Weepinbell      390  --> -----           410  +5.1%
276  Liz                            1  Nidorina        365  --> Tranquill       358  -1.9%
277  Liz                            0  Weepinbell      390  --> Larvesta        360  -7.7%
277  Liz                            1  Nidorino        365  --> Floette         371  +1.6%
277  Liz                            2  Nidoqueen       505  --> Torterra        525  +4.0%
278  Kenji                          0  Onix            385  --> Kabuto          355  -7.8%
278  Kenji                          1  Machamp         505  --> -----           472  -6.5%
278  Kenji                          2  Onix            385  --> Pupitar         410  +6.5%
278  Kenji                          3  Hitmonlee       455  --> -----           500  +9.9%
279  Joey                           0  Raticate        413  --> Sunflora        425  +2.9%
280  Joey                           0  Raticate        413  --> Zweilous        420  +1.7%
280  Joey                           1  Azumarill       420  --> Sealeo          410  -2.4%
281  Richard                        0  Charmeleon      405  --> -----           440  +8.6%
282  Ned                            0  Koffing         340  --> Aron            330  -2.9%
282  Ned                            1  Growlithe       350  --> Spinda          360  +2.9%
282  Ned                            2  Koffing         340  --> -----           320  -5.9%
283  Orson                          0  Growlithe       350  --> Skiploom        340  -2.9%
283  Orson                          1  Gloom           395  --> Corsola         410  +3.8%
283  Orson                          2  Koffing         340  --> -----           320  -5.9%
283  Orson                          3  Lickitung       385  --> Marshtomp       405  +5.2%
284  Corey                          0  Koffing         340  --> Doduo           310  -8.8%
284  Corey                          1  Magmar          495  --> Beheeyem        485  -2.0%
284  Corey                          2  Koffing         340  --> -----           335  -1.5%
284  Corey                          3  Koffing         340  --> Whirlipede      360  +5.9%
285  Silver                         0  Sneasel         430  --> -----           440  +2.3%
285  Silver                         1  Cherrim         450  --> Rhydon          485  +7.8%
285  Silver                         2  Golbat          455  --> -----           500  +9.9%
285  Silver                         3  Illumise        430  --> Dedenne         431  +0.2%
285  Silver                         4  Magneton        465  --> Ursaring        500  +7.5%
285  Silver                         5  Gible           300  --> Arrokuda        280  -6.7%
285  Silver                         6  Gengar          500  --> Grimmsnarl      510  +2.0%
285  Silver                         7  Koffing         340  --> Trumbeak        355  +4.4%
285  Silver                         8  Alakazam        500  --> -----           514  +2.8%
285  Silver                         9  Gengar          500  --> Type: Null      534  +6.8%
285  Silver                         10 Meganium        525  --> Slurpuff        480  -8.6%
285  Silver                         11 Chansey         450  --> Eiscue          470  +4.4%
286  Silver                         0  Sneasel         430  --> -----           411  -4.4%
286  Silver                         1  Cherrim         450  --> Chansey         450  +0.0%
286  Silver                         2  Golbat          455  --> -----           411  -9.7%
286  Silver                         3  Illumise        430  --> Perrserker      440  +2.3%
286  Silver                         4  Magneton        465  --> -----           476  +2.4%
286  Silver                         5  Gible           300  --> Tynamo          275  -8.3%
286  Silver                         6  Gengar          500  --> Toxicroak       490  -2.0%
286  Silver                         7  Koffing         340  --> Chespin         313  -7.9%
286  Silver                         8  Alakazam        500  --> -----           508  +1.6%
286  Silver                         9  Gengar          500  --> Grafaiai        485  -3.0%
286  Silver                         10 Typhlosion      534  --> Sceptile        530  -0.7%
286  Silver                         11 Magikarp        200  --> Happiny         220  +10.0%
287  Silver                         0  Sneasel         430  --> -----           472  +9.8%
287  Silver                         1  Cherrim         450  --> Spiritomb       485  +7.8%
287  Silver                         2  Golbat          455  --> Raticate        413  -9.2%
287  Silver                         3  Illumise        430  --> -----           411  -4.4%
287  Silver                         4  Magneton        465  --> Volbeat         430  -7.5%
287  Silver                         5  Gible           300  --> Kirlia          278  -7.3%
287  Silver                         6  Gengar          500  --> Bisharp         490  -2.0%
287  Silver                         7  Koffing         340  --> Sandygast       320  -5.9%
287  Silver                         8  Alakazam        500  --> Sharpedo        460  -8.0%
287  Silver                         9  Gengar          500  --> Gastrodon       475  -5.0%
287  Silver                         10 Feraligatr      530  --> -----           552  +4.2%
287  Silver                         11 Hoothoot        262  --> Morelull        285  +8.8%
288  Silver                         0  Golbat          455  --> Sawsbuck        475  +4.4%
                                                       Moves: 44, 109, 314, 0
288  Silver                         1  Snubbull        300  --> Riolu           285  -5.0%
                                                       Moves: 86, 0, 120, 32
288  Silver                         2  Pupitar         410  --> Frogadier       405  -1.2%
                                                       Moves: 120, 34, 215, 196
288  Silver                         3  Staryu          340  --> Lileep          355  +4.4%
                                                       Moves: 154, 115, 235, 77
289  Silver                         0  Golbat          455  --> Misdreavus      435  -4.4%
                                                       Moves: 44, 109, 314, 0
289  Silver                         1  Snubbull        300  --> Machop          305  +1.7%
                                                       Moves: 86, 0, 120, 32
289  Silver                         2  Pupitar         410  --> Vigoroth        440  +7.3%
                                                       Moves: 120, 34, 215, 196
289  Silver                         3  Staryu          340  --> Oddish          320  -5.9%
                                                       Moves: 156, 108, 129, 98
290  Li                             0  Bellsprout      300  --> Slowpoke        315  +5.0%
290  Li                             1  Bellsprout      300  --> Sprigatito      310  +3.3%
290  Li                             2  Hoothoot        262  --> Paras           285  +8.8%
291  Debbie                         0  Clamperl        345  --> Naclstack       355  +2.9%
292  Mickey                         0  Seaking         450  --> Tropius         460  +2.2%
293  Nicole                         0  Marill          250  --> Charcadet       255  +2.0%
293  Nicole                         1  Marill          250  --> Smoliv          260  +4.0%
293  Nicole                         2  Lapras          535  --> Sylveon         525  -1.9%
294  Lori                           0  Starmie         520  --> Calyrex         500  -3.8%
294  Lori                           1  Marowak         425  --> -----           411  -3.3%
294  Lori                           2  Starmie         520  --> Baraskewda      490  -5.8%
294  Lori                           3  Marowak         425  --> Metang          420  -1.2%
294  Lori                           4  Starmie         520  --> Gogoat          531  +2.1%
294  Lori                           5  Arcanine        555  --> Vanilluxe       535  -3.6%
295  Mickey                         0  Seaking         450  --> Bastiodon       495  +10.0%
296  Nikki                          0  Seel            325  --> Froakie         314  -3.4%
296  Nikki                          1  Dewgong         475  --> -----           500  +5.3%
297  Diana                          0  Golduck         500  --> Mantine         485  -3.0%
297  Diana                          1  Diglett         265  --> Flittle         255  -3.8%
298  Briana                         0  Seaking         450  --> -----           472  +4.9%
298  Briana                         1  Staraptor       485  --> -----           475  -2.1%
298  Briana                         2  Seaking         450  --> -----           430  -4.4%
298  Briana                         3  Staraptor       485  --> Galvantula      472  -2.7%
299  Hank                           0  Pidgey          251  --> Bunnelby        237  -5.6%
299  Hank                           1  Pidgeot         479  --> -----           495  +3.3%
300  Roy                            0  Fearow          442  --> Shiftry         480  +8.6%
300  Roy                            1  Fearow          442  --> Manectric       475  +7.5%
301  Boris                          0  Doduo           310  --> Remoraid        300  -3.2%
301  Boris                          1  Doduo           310  --> Snivy           308  -0.6%
301  Boris                          2  Dodrio          470  --> Arctibax        423  -10.0%
302  Bob                            0  Noctowl         452  --> -----           495  +9.5%
303  Jose                           0  Farfetch’d      377  --> Pawmo           350  -7.2%
304  Mickey                         0  Graveler        390  --> -----           411  +5.4%
304  Mickey                         1  Graveler        390  --> Spidops         404  +3.6%
304  Mickey                         2  Golbat          455  --> Accelgor        495  +8.8%
304  Mickey                         3  Golduck         500  --> Gorebyss        485  -3.0%
305  Mickey                         0  Graveler        390  --> Plusle          405  +3.8%
305  Mickey                         1  Graveler        390  --> -----           411  +5.4%
305  Mickey                         2  Golbat          455  --> -----           472  +3.7%
305  Mickey                         3  Golduck         500  --> Revavroom       500  +0.0%
306  Mickey                         0  Graveler        390  --> Drizzile        420  +7.7%
306  Mickey                         1  Graveler        390  --> -----           371  -4.9%
306  Mickey                         2  Golbat          455  --> Crustle         485  +6.6%
306  Mickey                         3  Golduck         500  --> Lycanroc        487  -2.6%
307  Mickey                         0  Graveler        390  --> -----           411  +5.4%
307  Mickey                         1  Graveler        390  --> Spidops         404  +3.6%
307  Mickey                         2  Golbat          455  --> -----           411  -9.7%
307  Mickey                         3  Golduck         500  --> -----           490  -2.0%
308  Jerry                          0  Rhydon          485  --> Poltegeist      508  +4.7%
308  Jerry                          1  Clefable        483  --> Slowbro         490  +1.4%
309  Dwayne                         0  Koffing         340  --> Luvdisc         330  -2.9%
309  Dwayne                         1  Koffing         340  --> Litten          320  -5.9%
309  Dwayne                         2  Koffing         340  --> Scraggy         348  +2.4%
309  Dwayne                         3  Koffing         340  --> Cranidos        350  +2.9%
310  Harris                         0  Flareon         525  --> Dusknoir        525  +0.0%
311  Zeke                           0  Koffing         340  --> Espurr          355  +4.4%
311  Zeke                           1  Koffing         340  --> Popplio         320  -5.9%
312  Charles                        0  Koffing         340  --> -----           325  -4.4%
312  Charles                        1  Charmeleon      405  --> Kadabra         400  -1.2%
312  Charles                        2  Weezing         490  --> -----           495  +1.0%
313  Reese                          0  Weezing         490  --> Ampharos        510  +4.1%
314  Joel                           0  Magmar          495  --> -----           540  +9.1%
314  Joel                           1  Magmar          495  --> Appletun        485  -2.0%
315  Glenn                          0  Koffing         340  --> Cranidos        350  +2.9%
315  Glenn                          1  Magmar          495  --> Cacturne        475  -4.0%
315  Glenn                          2  Weezing         490  --> Tyrantrum       521  +6.3%
316  Herman                         0  Exeggcute       325  --> Krabby          325  +0.0%
316  Herman                         1  Omanyte         355  --> Kricketune      384  +8.2%
316  Herman                         2  Exeggcute       325  --> Mareanie        305  -6.2%
316  Herman                         3  Omanyte         355  --> Cetoddle        334  -5.9%
316  Herman                         4  Exeggutor       530  --> Veluza          478  -9.8%
316  Herman                         5  Omanyte         355  --> Frigibax        320  -9.9%
317  Fidel                          0  Xatu            470  --> Lunatone        460  -2.1%
318  Burt                           0  Weezing         490  --> Krookodile      519  +5.9%
318  Burt                           1  Jynx            455  --> -----           472  +3.7%
318  Burt                           2  Magcargo        430  --> Primeape        455  +5.8%
318  Burt                           3  Marowak         425  --> Venomoth        450  +5.9%
319  Bill                           0  Koffing         340  --> Sobble          310  -8.8%
319  Bill                           1  Koffing         340  --> Whirlipede      360  +5.9%
320  Martin                         0  Remoraid        300  --> -----           315  +5.0%
320  Martin                         1  Octillery       480  --> -----           476  -0.8%
321  Stephen                        0  Quagsire        430  --> Hitmonlee       455  +5.8%
321  Stephen                        1  Qwilfish        440  --> Dugtrio         425  -3.4%
321  Stephen                        2  Tentacruel      515  --> Kleavor         500  -2.9%
322  Barney                         0  Gyarados        540  --> -----           495  -8.3%
322  Barney                         1  Gyarados        540  --> -----           520  -3.7%
322  Barney                         2  Gyarados        540  --> -----           500  -7.4%
323  Tully                          0  Qwilfish        440  --> Drizzile        420  -4.5%
324  Tully                          0  Goldeen         320  --> Swirlix         341  +6.6%
324  Tully                          1  Goldeen         320  --> Nuzleaf         340  +6.2%
324  Tully                          2  Qwilfish        440  --> -----           440  +0.0%
325  Wilton                         0  Goldeen         320  --> Duskull         295  -7.8%
325  Wilton                         1  Goldeen         320  --> -----           303  -5.3%
325  Wilton                         2  Seaking         450  --> Greedent        460  +2.2%
326  Jo & Zoe                       0  Victreebel      490  --> Bombirdier      485  -1.0%
326  Jo & Zoe                       1  Bellossom       490  --> Decidueye       530  +8.2%
326  Jo & Zoe                       2  Vileplume       490  --> Gourgeist       494  +0.8%
326  Jo & Zoe                       3  Shuckle         505  --> Druddigon       485  -4.0%
327  Danny                          0  Jynx            455  --> Dragalge        494  +8.6%
327  Danny                          1  Electabuzz      490  --> -----           460  -6.1%
327  Danny                          2  Magmar          495  --> Darmanitan      480  -3.0%
328  Tommy                          0  Xatu            470  --> Golbat          455  -3.2%
328  Tommy                          1  Gengar          500  --> Glaceon         525  +5.0%
328  Tommy                          2  Alakazam        500  --> Armaldo         495  -1.0%
328  Tommy                          3  Bastiodon       495  --> Durant          484  -2.2%
329  Dudley                         0  Oddish          320  --> Sandygast       320  +0.0%
330  Joe                            0  Tangela         435  --> Dachsbun        477  +9.7%
                                                       Moves: 0, 0, 42, 134
331  Billy                          0  Parasect        405  --> Hakamo-o        420  +3.7%
331  Billy                          1  Poliwhirl       385  --> Mudbray         385  +0.0%
331  Billy                          2  Ditto           288  --> -----           308  +6.9%
332  Heidi                          0  Skiploom        340  --> Espurr          355  +4.4%
